`0x43001160`; `Sound Options`
`0x43003f9f`; `Gives new meaning to the word... sluggish.`
`0x43003fa0`; `Good thing we're not in a rush. Oh - forgot - we are!`
`0x43003fa1`; `Whoa - I'm ill!`
`0x43003fa2`; `This is... almost fun.`
`0x43003fa3`; `Hooooold on!`
`0x43003fa4`; `Get ready to spin!`
`0x43003fa5`; `Yowwwww!`
`0x43003fce`; `Debug : Achievements`
`0x43003fd1`; `Manual Override: PULL to activate`
`0x43003fd2`; `Manual Override: ACTIVE`
`0x43003fd3`; `Manual Override: PULL to activate`
`0x43003fd4`; `Manual Override: ACTIVE please wait...`
`0x43003fd5`; `Access Security Room`
`0x43003fd6`; `The scientists said there may be an alternative way around the airlock in the security room. Access it.`
`0x43003fd7`; `Turn Wheel in case of Emergency`
`0x43003fd9`; `ACTIVE: Release to deactivate`
`0x43003fda`; `INACTIVE: Press to activate`
`0x43003fdd`; `Very Easy`
`0x43003fde`; `The Incendiary Charge will explode on impact, melting ice and damaging nearby enemies.`
`0x43003fdf`; `Hold <SB 1074266114> to attract and carry the Incendiary Charge. Press <SB 1074266114> to throw it or press <SB 1074266122> to drop it.`
`0x43003fe0`; `Use the Nanohacker to escape the trap.`
`0x43003fe1`; `Free the vacuum by melting the ice then Nanohack the vacuum to take control of it.`
`0x43003fe5`; `Crooked Painting: Can be destroyed by a high power beam.`
`0x43003fe6`; `As well as destroying doors and enemies, motion sensor beams also reflect off glass. Used carefully they can bounce off multiple glass surfaces.`
`0x43003fea`; `The <TE 1124090768> is not detected.<CR>Please attach the <TE 1124090768><CR>to controller port 1.`
`0x43003feb`; `Show Objective Markers`
`0x43003fec`; `Aim`
`0x43003fed`; `The system has been activated.`
`0x43003fee`; `This system needs to be activated from a nearby terminal or interface.`
`0x43003fef`; `The Holo-disk has been destroyed.`
`0x43003ff0`; `The Holo-Scanner is ready to scan an object or person.`
`0x43003ff1`; `This device is ready to accept a Holo-disk.`
`0x43003ff2`; `This door requires a keycard.`
`0x43003ff3`; `Keycard verified. Door is now unlocked.`
`0x43003ff4`; `This elevator requires a keycard.`
`0x43003ff5`; `Keycard verified. Elevator is now unlocked.`
`0x43003ff6`; `This terminal requires a keycard.`
`0x43003ff7`; `Keycard verified. Terminal is now unlocked and ready to receive input.`
`0x43003ff8`; `The system requires power to operate.`
`0x43003ff9`; `The system is now active and online.`
`0x43003ffa`; `The terminal requires an alternate power source.`
`0x43003ffb`; `The terminal is now active and ready to receive input.`
`0x43003ffc`; `This system requires input from a manual override wheel.`
`0x43003ffd`; `Manual override complete.`
`0x43003ffe`; `Access DENIED`
`0x43003fff`; `Access GRANTED`
`0x43004000`; `Attract`
`0x43004001`; `Detected Saberlizer sleeping appliances`
`0x43004002`; `The security door can be unlocked from a nearby terminal.`
`0x43004003`; `The security door is now unlocked.`
`0x43004004`; `Inactive Saberling appliances detected...`
`0x43004005`; `Jump`
`0x43004006`; `Double Jump`
`0x43004007`; `Hover`
`0x43004008`; `Vertical Boost`
`0x43004009`; `Ranged Weapons`
`0x4300400a`; `Electro-Whip Attack`
`0x4300400b`; `Mooch Control`
`0x4300400c`; `Mooch Beam`
`0x4300400d`; `The Saberlizer`
`0x4300400e`; `Scan Objects`
`0x4300400f`; `Saberling Appliances`
`0x43004010`; `Shoot Ceiling Fan`
`0x43004011`; `Use Fan Vortex`
`0x43004012`; `Exit Fan Vortex`
`0x43004013`; `Door Sealed`
`0x43004014`; `Motion Sensor`
`0x43004015`; `Bypass Security Door`
`0x43004016`; `Slow Time`
`0x43004017`; `Sprint`
`0x43004018`; `Re-center Camera`
`0x43004019`; `Weapon Selection`
`0x4300401a`; `Avoid the Guards`
`0x4300401b`; `Map Screen`
`0x4300401c`; `Scanning Vision`
`0x4300401d`; `Continue`
`0x4300401e`; `Press START`
`0x4300401f`; `Warning`
`0x43004020`; `You are not signed in to a gamer profile. Please sign in to a gamer profile if you wish to save your progress. Do you wish to continue without saving?`
`0x43004021`; `The Motion Sensor’s beam can shoot through satellite dish barriers. Lure the beam to shoot at the satellite dish in order to destroy it and bring down its barrier.`
`0x43004025`; `That maniac Yanshu wasn’t joking guys - we’ve got a serious problem.`
`0x43004026`; `Lock Onto Enemies`
`0x43004027`; `Jetpack`
`0x43004028`; `Mooch Control`
`0x43004029`; `Disable the Camera`
`0x4300402a`; `Return to Darwin`
`0x4300402b`; `Slow Time`
`0x4300402c`; `Carry Objects`
`0x4300402d`; `Open the Door`
`0x4300402e`; `Destroy Vent Cover`
`0x4300402f`; `Lock Onto Enemies`
`0x43004030`; `Electro-Whip Attack`
`0x43004031`; `Dodge and Flip`
`0x43004032`; `Electro-Whip Attack`
`0x43004033`; `Scanning Vision`
`0x43004034`; `Hover Over Gaps`
`0x43004035`; `Electro-Whip Carry`
`0x43004036`; `Electro-Whip Throw`
`0x4300403b`; `CHECKPOINT`
`0x4300403c`; `Vibration`
`0x4300403d`; `Main Menu`
`0x4300403f`; `No gamepad detected. Please connect the gamepad and restart the game.`
`0x43004040`; `Use the icon to navigate toward the objective.`
`0x43004041`; `Objective Marker`
`0x43004045`; `The battery charge is running low.`
`0x43004046`; `Communications with the Wii Remote have been interrupted.`
`0x43004047`; `A Nunchuk is required.`
`0x4300404c`; `The bar at the top of the screen indicates you only have a limited time to complete the objective.`
`0x4300404d`; `The fire extinguisher's attack can melt ice barriers. Be careful to dodge out of the way before it attacks.`
`0x4300404e`; `Fire Extinguisher`
`0x4300404f`; `Ok`
`0x43004050`; `Lure a motion sensor laser into an optic laser switch to activate it.`
`0x43004051`; `Optic Laser Switch`
`0x43004052`; `Flag poles can be climbed in the same way as pipes. Jump or hover into the pole to begin climbing.`
`0x43004053`; `Flag Poles`
`0x43004054`; `Press A Button`
`0x43004055`; `Speaker Blueprints Safe`
`0x43004056`; `The speaker blueprints are located in a safe somewhere on this floor of the complex.`
`0x43004057`; `G-Force saves data automatically at certain points.\nDo not switch off the system when the HDD access indicator is flashing.`
`0x43004058`; `The load process failed with an error.\nThis is not your data`
`0x43004059`; `The load process failed with an error.\nThis is not your settings data`
`0x4300405a`; `A wireless controller is not detected. Please check the connection and battery levels for the wireless controller. A controller must be assigned to port 1.`
`0x4300405c`; `Vent Cover: This weak metal cover can be destroyed by most weapons.`
`0x4300405d`; `Saving content. Please don't turn off your console.`
`0x4300405e`; `Save Last Checkpoint`
`0x43004062`; `Hold`
`0x43004063`; `The buttons need to be activated in the correct order. Look for a machine to obtain the sequence.`
`0x43004064`; `Use Mooch’s slow time ability to see the fast-moving numbers and discover the sequence.`
`0x43004065`; `Access Power Core Room`
`0x43004066`; `Use the Motion Sensor and glass screens to find a way into the Power Core room.`
`0x43004067`; `There is not enough available space in the HDD.\nTo play the game, at least (mcKB) KB more space is required.\n\nExit the game and obtain the necessary space.`
`0x43004068`; `Are you sure you want to quit the game?`
`0x43004077`; `Climate Control Element (Cold): This cooling element is driven by a nearby Climate Control Panel.`
`0x43004078`; `Climate Control Element (Hot): This heating element is driven by a nearby Climate Control Panel.`
`0x43004079`; `Climate Control Switch: This switch toggles the Climate Control System from "hot" to "cold".`
`0x43004084`; `Extra Life`
`0x43004085`; `An extra restart attempt`
`0x43004086`; `Extra Life: Allows an extra restart attempt when defeated.`
`0x43004087`; `RDV Control`
`0x43004088`; `RDV Weapons`
`0x43004089`; `Credits`
`0x4300408a`; `Press <SB 1074266113> while pushing <SB 1074266124> left or right to switch to other tracks when travelling along fixed pipes or rails.`
`0x4300408b`; `Switching Tracks`
`0x4300408c`; `Cancel`
`0x4300408d`; `Continue without loading`
`0x4300408e`; `Continue without saving`
`0x4300408f`; `Insufficient free space on storage device`
`0x43004090`; `Load Failed`
`0x43004091`; `No storage device selected. Please select a storage device if you wish to load or save your progress.`
`0x43004092`; `Overwrite`
`0x43004093`; `You will lose your previously saved progress if you overwrite this saved game.`
`0x43004094`; `Retry`
`0x43004095`; `Save Failed`
`0x43004096`; `Select other storage device`
`0x43004097`; `Select storage device`
`0x43004098`; `Sign In`
`0x43004099`; `Sign In Error`
`0x4300409a`; `You must sign in in order to load progress`
`0x4300409b`; `You must sign in in order to save progress`
`0x4300409c`; `Storage Device`
`0x4300409d`; `The storage device has been changed or removed. Please select a storage device if you wish to load or save your progress.`
`0x4300409e`; `Warning`
`0x430040a1`; `FRENCH\nÀ Â Ä Ç É È Ê Ë Î Ï Ô Œ Ù Û Ü Ÿ\nà â ä ç é è ê ë î  ï ô œ ù û ü ÿ \nITALIAN\nÀ É È Ì Ò Ó Ù\nà é è ì ò ó ù \nGERMAN\nÄ Ö Ü\nä ö ü ß \nSPANISH\nÁ É Í Ó Ú Ü Ñ\ná é í ó ú ü ñ\n¿¡ \nDANISH / NORWEGIAN / SWEDISH\nÆ Å Ä Ð Ø Ö Þ Š Ž\næ å ä ð ø ö þ š ž \nEUROPEAN/BRAZILIAN PORTUGUESE\nÁ á À à Â â Ã ã Ç ç É é Ê ê\nÍ í Ó ó Ô ô Õ õ Ú ú Ü ü \nCZECH\nÁ Č Ď É Ě Í Ň Ř Š Ť Ú Ý Ů Ž\ná č ď é ě í ň ř š ť ú ů ý ž \nPOLISH\nĄ Ć Ę Ł Ń Ó Ś Ź Ż\ną ć ę ł ń ó ś ź ż \nHUNGARIAN\nÍ Ö Ü Ó Ő Ú Ű Á É\nÍ ö ü ó ő ú ű á é \nRUSSIAN\nА Б В Г Д Е Ж З И Й К Л М Н О П Р С Т У Ф Х Ц Ч Ш Щ Ъ Ы Ь Э Ю Я Ё\nа б в г д е ж з и й к л м н о п р с т у ф х ц ч ш щ ъ ы ь э ю я ё\n \n
\n
\n
 \n
 `
`0x430040a2`; `Language Test`
`0x430040a3`; `Climate Control Switches`
`0x430040a4`; `Hurry!`
`0x430040a5`; `Infra-Red Vision`
`0x430040a6`; `Disable Security Lasers`
`0x430040a7`; `Security Lasers`
`0x430040a8`; `Satellite Barriers`
`0x430040a9`; `Destroy Satellite Dishes`
`0x430040aa`; `Torch Vulnerable`
`0x430040ab`; `Weaponized Speaker`
`0x430040ac`; `Security Cameras`
`0x430040ad`; `Laundry Chute`
`0x430040ae`; `Free Blaster`
`0x430040af`; `Laser Reflection`
`0x430040b0`; `Power Core`
`0x430040b1`; `Power Core Socket`
`0x430040b2`; `Mooch & Power Cores`
`0x430040b3`; `Magnetic Grapple`
`0x430040b4`; `Grapple to Speaker`
`0x430040b5`; `Switch Weapons`
`0x430040b6`; `Destroy Vent Cover`
`0x430040b7`; `Hover from Grapple`
`0x430040b8`; `Whip Power Attack`
`0x430040b9`; `Mechanical Wheel`
`0x430040ba`; `Radioactive Liquid`
`0x430040bb`; `Destroy Cooling System`
`0x430040bc`; `Pneumatic Tubing`
`0x430040be`; `Security Turrets`
`0x430040bf`; `Zip Line`
`0x430040c0`; `Hacking a computer terminal can turn off security measures such as lasers. Stand close and hold <SB 1074266115> to hack into the terminal.`
`0x430040c1`; `Hacking Terminals`
`0x430040c2`; `Holo-Scanner`
`0x430040c3`; `Holo-disk`
`0x430040c4`; `Holo-disk Damage`
`0x430040c5`; `Mooch & Holo-disks`
`0x430040c6`; `Use Fire Extinguisher`
`0x430040c7`; `Distract Satellite Dish`
`0x430040c8`; `Incendiary Charge`
`0x430040c9`; `Use NanoHacker`
`0x430040ca`; `Free Vacuum Cleaner`
`0x430040cb`; `FRENCH: Nouveau Pare-choc déverrouillé ! \nGERMAN: Neuer Stoßfänger freigeschaltet! \nITALIAN: Nuovo paraurti sbloccato! \nSPANISH: ¡Nuevo parachoques desbloqueado! \nDUTCH: Nieuwe bumper beschikbaar! \nDANISH: Hvor mange spillere? \nSWEDISH: Hur många spelare? \nNORWEGIAN: Hvor mange spillere? \nRUSSIAN: Открыт новый бампер! \nPOLISH: Odblokowano nowy zderzak! \nCZECH: Nastavení limitu skóre. \nHUNGARIAN: Nem, ő magyar. \nBRAZILIAN PORTUGUESE: Ajude os anões a trabalhar em equipe.`
`0x430040cc`; `System Activated`
`0x430040cd`; `System Inactive`
`0x430040ce`; `Security Door Locked`
`0x430040cf`; `Holo-disk Destroyed`
`0x430040d0`; `Holo-Scanner Ready`
`0x430040d1`; `Ready for Holo-disk`
`0x430040d2`; `Keycard Required`
`0x430040d3`; `Keycard Verified`
`0x430040d4`; `Keycard Required`
`0x430040d5`; `Keycard Verified`
`0x430040d6`; `Keycard Required`
`0x430040d7`; `Keycard Verified`
`0x430040d8`; `Code Required`
`0x430040d9`; `Use Slow Time`
`0x430040da`; `Power Required`
`0x430040db`; `System Power Restored`
`0x430040dc`; `Terminal Power Required`
`0x430040dd`; `Terminal Power Restored`
`0x430040de`; `Manual Override Required`
`0x430040df`; `Manual Override Complete`
`0x430040e0`; `WARNING: When playing this game in 3D mode some people may experience temporary discomfort such as eyestrain, blurry vision, headache or nausea. If you are experiencing any discomfort, please take a break from the game. For those players who are prone to discomfort in 3D mode, we recommend playing in 2D mode only.`
`0x430040e1`; `Draw Weapon`
`0x430040e2`; `Weapon 1`
`0x430040e3`; `Weapon 2`
`0x430040e4`; `Weapon 3`
`0x430040e5`; `Infrared Vision`
`0x430040e6`; `Jump`
`0x430040e7`; `Lock`
`0x430040e8`; `Mooch`
`0x430040e9`; `Saber Mansion: Gardens`
`0x430040ea`; `Saber Mansion: Foyer`
`0x430040eb`; `Saber Mansion: Conference Room`
`0x430040ec`; `Saber Mansion: Exfiltration`
`0x430040ed`; `Saber Mansion: Kitchen`
`0x430040ee`; `Saber Mansion: Blaster Rescue`
`0x430040ef`; `Basement: Entrance`
`0x430040f0`; `Basement: Maintenance Corridor`
`0x430040f1`; `Basement: Heating Hub Access`
`0x430040f2`; `Basement: Central Heating Hub`
`0x430040f3`; `Design Offices: Entrance`
`0x430040f4`; `Design Offices: Exit Corridor`
